Category,Message
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
Not_Spam,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
Not_Spam,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
Not_Spam,Are there TA jobs available? Let me know please cos i really need to start working
Not_Spam,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
Not_Spam,Yup i'm free...
Not_Spam,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
Not_Spam,Yo come over carlos will be here soon
Not_Spam,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
Not_Spam,I guess it is useless calling u 4 something important.
Not_Spam,Ha ha - had popped down to the loo when you hello-ed me. Hello!
Not_Spam,He dint tell anything. He is angry on me that why you told to abi.
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
Not_Spam,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
Not_Spam,I keep ten rs in my shelf:) buy two egg.
Not_Spam,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
Not_Spam,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
Not_Spam,Captain is in our room:)
Not_Spam,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
Not_Spam,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN
Not_Spam,S...i will take mokka players only:)
Not_Spam,Are you still playing with gautNot_Spam?
Not_Spam,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish
Not_Spam,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
Not_Spam,Sorry . I will be able to get to you. See you in the morning.
Not_Spam,Aight well keep me informed
Not_Spam,I am not having her number sir
Not_Spam,Am only searching for good dual sim mobile pa.
Not_Spam,That seems unnecessarily hostile
Not_Spam,Dude got a haircut. Now its breezy up there
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
Not_Spam,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
Not_Spam,i thought we were doing a king of the hill thing there.
Not_Spam,Nope i'll come online now..
Not_Spam,ALSO TELL HIM I SAID HAPPY BIRTHDAY
Not_Spam,Y bishan lei... I tot ü say lavender?
Not_Spam,Boo what time u get out? U were supposed to take me shopping today. :(
Not_Spam,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
Not_Spam,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
Not_Spam,on a Tuesday night r u 4 real
Not_Spam,Yes when is the appt again?
Not_Spam,Just got outta class gonna go gym.
Not_Spam,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
Not_Spam,Ü all write or wat..
Not_Spam,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
Not_Spam,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
Not_Spam,Hi:)did you asked to waheeda fathima about leave?
Not_Spam,Enjoy urself tmr...
Not_Spam,You still around? I could use a half-8th
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
Not_Spam,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
Not_Spam,Ü bot notes oredi... Cos i juz rem i got...
Not_Spam,Yes. Rent is very expensive so its the way we save.
Not_Spam,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
Not_Spam,Hows the pain dear?y r u smiling?
Not_Spam,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
Not_Spam,"Sorry, I can't help you on this."
Not_Spam,Great. So should i send you my account number.
Not_Spam,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
Not_Spam,Ü only send me the contents page...
Not_Spam,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
Not_Spam,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"
Not_Spam,"I can't right this second, gotta hit people up first"
Not_Spam,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
Not_Spam,So what about you. What do you remember
Not_Spam,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
Not_Spam,Mm yes dear look how i am hugging you both. :-P
Not_Spam,I like dis sweater fr mango but no more my size already so irritating.
Not_Spam,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
Not_Spam,Anytime lor...
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
Not_Spam,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
spam,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
Not_Spam,Me fine..absolutly fine
Not_Spam,K and you're sure I don't have to have consent forms to do it :V
spam,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
Not_Spam,How much is torch in 9ja.
Not_Spam,"Doing nothing, then u not having dinner w us?"
Not_Spam,How are you. Just checking up on you
Not_Spam,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.
Not_Spam,Mathews or tait or edwards or anderson
Not_Spam,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
Not_Spam,No need lar i go engin? Cos my sis at arts today...
Not_Spam,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
Not_Spam,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,"
Not_Spam,S.i'm watching it in live..
Not_Spam,"see you then, we're all christmassy here!"
Not_Spam,"K I'm ready,  &lt;#&gt; ?"
Not_Spam,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
Not_Spam,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
Not_Spam,what are your new years plans?
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
Not_Spam,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
Not_Spam,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
Not_Spam,Dear :-/ why you mood off. I cant drive so i brother to drive
Not_Spam,When did dad get back.
Not_Spam,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
Not_Spam,Yes just finished watching days of our lives. I love it.
Not_Spam,Juz go google n search 4 qet...
Not_Spam,Many times we lose our best ones bcoz we are
Not_Spam,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
Not_Spam,Just getting back home
Not_Spam,"Sorry, I'll call later  &lt;#&gt; mins"
Not_Spam,Dun need to use dial up juz open da browser n surf...
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
Not_Spam,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
Not_Spam,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
Not_Spam,You also didnt get na hi hi hi hi hi
Not_Spam,Ya but it cant display internal subs so i gotta extract them
Not_Spam,If i said anything wrong sorry de:-)
Not_Spam,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
Not_Spam,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
Not_Spam,"Yeah I should be able to, I'll text you when I'm ready to meet up"
Not_Spam,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
Not_Spam,"says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
Not_Spam,"When you get free, call me"
Not_Spam,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …
Not_Spam,Ok i msg u b4 i leave my house.
Not_Spam,Still at west coast... Haiz... Ü'll take forever to come back...
Not_Spam,MMM ... Fuck .... Merry Christmas to me
Not_Spam,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
Not_Spam,Update your face book status frequently :)
Not_Spam,Just now saw your message.it k da:)
Not_Spam,Was it something u ate?
Not_Spam,So what did the bank say about the money?
Not_Spam,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
Not_Spam,Hey they r not watching movie tonight so i'll prob b home early...
Not_Spam,Yar lor... How u noe? U used dat route too?
Not_Spam,2mro i am not coming to gym machan. Goodnight.
Not_Spam,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
Not_Spam,Can u look 4 me in da lib i got stuff havent finish yet.
Not_Spam,Sounds great! Im going to sleep now. Have a good night!
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
Not_Spam,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
Not_Spam,How come u got nothing to do?
Not_Spam,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
Not_Spam,i want to grasp your pretty booty :)
Not_Spam,I've got it down to a tea. not sure which flavour
Not_Spam,I'm going 2 orchard now laready me reaching soon. U reaching?
Not_Spam,Dear i am not denying your words please
Not_Spam,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
Not_Spam,COME BACK TO TAMPA FFFFUUUUUUU
Not_Spam,"2 celebrate my bday, y else?"
Not_Spam,Merry christmas to u too annie!
Not_Spam,Please tell me you have some of that special stock you were talking about
Not_Spam,I sent them. Do you like?
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
Not_Spam,"Awesome, be there in a minute"
Not_Spam,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."
Not_Spam,I've told you everything will stop. Just dont let her get dehydrated.
Not_Spam,Or I guess  &lt;#&gt;  min
Not_Spam,I'm home. Ard wat time will u reach?
Not_Spam,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
Not_Spam,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
Not_Spam,Aight should I just plan to come up later tonight?
Not_Spam,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
Not_Spam,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
Not_Spam,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
Not_Spam,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
Not_Spam,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
Not_Spam,Ranjith cal drpd Deeraj and deepak 5min hold
Not_Spam,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X
Not_Spam,Hey u still at the gym?
Not_Spam,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
Not_Spam,Much better now thanks lol
Not_Spam,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
Not_Spam,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
Not_Spam,Wa... U so efficient... Gee... Thanx...
spam,3. You have received your mobile content. Enjoy
Not_Spam,S but not able to sleep.
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
Not_Spam,We will meet soon princess! Ttyl!
Not_Spam,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
Not_Spam,Oh :-)only 4 outside players allowed to play know
Not_Spam,I anything lor.
Not_Spam,Erutupalam thandiyachu
Not_Spam,"Y cant u try new invention to fly..i'm not joking.,"
Not_Spam,No..its ful of song lyrics..
Not_Spam,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
Not_Spam,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
Not_Spam,Shopping? Eh ger i toking abt syd leh...Haha
Not_Spam,What not under standing.
Not_Spam,have * good weekend.
Not_Spam,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
Not_Spam,Call me when you get the chance plz &lt;3
Not_Spam,The new deus ex game comin early next yr
Not_Spam,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
Not_Spam,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
Not_Spam,Probably a couple hours tops
Not_Spam,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
Not_Spam,Man this bus is so so so slow. I think you're gonna get there before me
Not_Spam,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
Not_Spam,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
Not_Spam,Ok
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
Not_Spam,Nvm take ur time.
Not_Spam,So wat's da decision?
Not_Spam,Wot is u up 2 then bitch?
Not_Spam,Stupid.its not possible
Not_Spam,She told to hr that he want posting in chennai:)because i'm working here:)
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
Not_Spam,When are you guys leaving?
Not_Spam,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?
Not_Spam,Not able to do anything.
Not_Spam,Ü takin linear algebra today?
Not_Spam,This weekend is fine (an excuse not to do too much decorating)
Not_Spam,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
Not_Spam,Now project pa. After that only i can come.
spam,Money i have won wining number 946 wot do i do next
Not_Spam,"Sure, whenever you show the fuck up &gt;:("
Not_Spam,That was random saw my old roomate on campus. He graduated
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
Not_Spam,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
Not_Spam,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
Not_Spam,"Just got part NottingNot_Spam - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
Not_Spam,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
Not_Spam,Hi good mornin.. Thanku wish u d same..
Not_Spam,DO U WANT 2 MEET UP 2MORRO
Not_Spam,Actually I decided I was too hungry so I haven't left yet :V
Not_Spam,I've sent ü my part..
Not_Spam,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )"
Not_Spam,Understand. his loss is my gain :) so do you work? School?
Not_Spam,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
Not_Spam,"Hiya, probably coming home * weekend after next"
Not_Spam,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
Not_Spam,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
Not_Spam,Ok both our days. So what are you making for dinner tonite? Am I invited?
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
Not_Spam,I have no money 4 steve mate! !
Not_Spam,IM LATE TELLMISS IM ON MY WAY
Not_Spam,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
Not_Spam,Normally i use to drink more water daily:)
Not_Spam,Dare i ask... Any luck with sorting out the car?
Not_Spam,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
Not_Spam,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
Not_Spam,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
Not_Spam,I've been trying to reach him without success
Not_Spam,when you and derek done with class?
Not_Spam,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
Not_Spam,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
Not_Spam,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.
Not_Spam,Hope you are having a good week. Just checking in
Not_Spam,"Haha, my friend tyler literally just asked if you could get him a dubsack"
Not_Spam,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x
Not_Spam,Great. Have a safe trip. Dont panic surrender all.
Not_Spam,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"
Not_Spam,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...
Not_Spam,Try to do something dear. You read something for exams
Not_Spam,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
Not_Spam,Gettin rdy to ship comp
Not_Spam,I am in hospital da. . I will return home in evening
Not_Spam,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
Not_Spam,Think + da. You wil do.
Not_Spam,I'm awake oh. What's up.
Not_Spam,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
Not_Spam,How much u trying to get?
Not_Spam,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
Not_Spam,Tell me again what your address is
Not_Spam,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
Not_Spam,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
Not_Spam,But you were together so you should be thinkin about him
Not_Spam,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
Not_Spam,At WHAT TIME should i come tomorrow
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
Not_Spam,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE "
Not_Spam,Omg how did u know what I ate?
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50
Not_Spam,:( but your not here....
Not_Spam,Not directly behind... Abt 4 rows behind ü...
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
Not_Spam,No plans yet. What are you doing ?
Not_Spam,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
Not_Spam,Not course. Only maths one day one chapter with in one month we can finish.
Not_Spam,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
Not_Spam,Noooooooo please. Last thing I need is stress. For once in your life be fair.
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
Not_Spam,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
Not_Spam,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
Not_Spam,Have you not finished work yet or something?
Not_Spam,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
Not_Spam,Right it wasnt you who phoned it was someone with a number like yours!
Not_Spam,It's ok i wun b angry. Msg u aft i come home tonight.
Not_Spam,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
Not_Spam,Yo sorry was in the shower sup
Not_Spam,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
Not_Spam,Full heat pa:-) i have applyed oil pa.
Not_Spam,I'm stuck in da middle of da row on da right hand side of da lt...
Not_Spam,Have you laid your airtel line to rest?
Not_Spam,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
Not_Spam,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
Not_Spam,And I don't plan on staying the night but I prolly won't be back til late
Not_Spam,THANX 4 PUTTIN DA FONE DOWN ON ME!!
Not_Spam,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
Not_Spam,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up..."
Not_Spam,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
Not_Spam,We live in the next  &lt;#&gt; mins
Not_Spam,Y de asking like this.
Not_Spam,Just glad to be talking to you.
Not_Spam,Wat time ü finish?
Not_Spam,Sorry da. I gone mad so many pending works what to do.
Not_Spam,How much you got for cleaning
Not_Spam,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
Not_Spam,Ü called dad oredi...
Not_Spam,Good. do you think you could send me some pix? I would love to see your top and bottom...
Not_Spam,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
Not_Spam,"Sorry, I'll call later In meeting."
Not_Spam,THIS IS A LONG FUCKIN SHOWR
Not_Spam,"Received, understood n acted upon!"
Not_Spam,They finally came to fix the ceiling.
Not_Spam,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneNot_Spam"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."
Not_Spam,Jus finish blowing my hair. U finish dinner already?
Not_Spam,I'm on the bus. Love you
Not_Spam,Lol ... I knew that .... I saw him in the dollar store
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
